sample_no,date,lon,lat,position,collector,source,plant_cv,symptoms,family,order
1053,2020-10-09T16:23:57Z,-84.2810309722222,30.4443629722222,30.4443629722222 -84.2810309722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_265.JPG,liriopogon,uninfected,nolinoideae,asparagales
1054,2020-10-09T16:24:09Z,-84.2809019722222,30.444295,30.444295 -84.2809019722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_266.JPG,liriopogon,uninfected,nolinoideae,asparagales
1055,2020-10-09T16:24:55Z,-84.2813979722222,30.443991,30.443991 -84.2813979722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_267.JPG,liriopogon,uninfected,nolinoideae,asparagales
1056,2020-10-09T16:24:57Z,-84.2813979722222,30.443991,30.443991 -84.2813979722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_268.JPG,liriopogon,uninfected,nolinoideae,asparagales
1057,2020-10-09T16:25:01Z,-84.2813979722222,30.443991,30.443991 -84.2813979722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_269.JPG,liriopogon,uninfected,nolinoideae,asparagales
1058,2020-10-09T16:25:03Z,-84.2813979722222,30.443991,30.443991 -84.2813979722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_270.JPG,liriopogon,uninfected,nolinoideae,asparagales
1059,2020-10-09T16:25:06Z,-84.2813979722222,30.443991,30.443991 -84.2813979722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_271.JPG,liriopogon,uninfected,nolinoideae,asparagales
1060,2020-10-09T16:25:58Z,-84.2814889722222,30.4436639722222,30.4436639722222 -84.2814889722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_272.JPG,liriopogon,uninfected,nolinoideae,asparagales
1061,2020-10-09T16:26:00Z,-84.2814889722222,30.4436639722222,30.4436639722222 -84.2814889722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_273.JPG,liriopogon,uninfected,nolinoideae,asparagales
1062,2020-10-09T16:26:05Z,-84.2814889722222,30.4436639722222,30.4436639722222 -84.2814889722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_274.JPG,liriopogon,uninfected,nolinoideae,asparagales
1063,2020-10-09T16:26:10Z,-84.281447,30.443809,30.443809 -84.281447,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_275.JPG,liriopogon,uninfected,nolinoideae,asparagales
1064,2020-10-09T16:26:15Z,-84.281447,30.443809,30.443809 -84.281447,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_276.JPG,liriopogon,uninfected,nolinoideae,asparagales
1065,2020-10-09T16:26:17Z,-84.281447,30.443809,30.443809 -84.281447,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_277.JPG,liriopogon,uninfected,nolinoideae,asparagales
1066,2020-10-09T16:26:20Z,-84.281447,30.443809,30.443809 -84.281447,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_278.JPG,liriopogon,uninfected,nolinoideae,asparagales
1067,2020-10-09T16:26:22Z,-84.281447,30.443809,30.443809 -84.281447,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_279.JPG,liriopogon,uninfected,nolinoideae,asparagales
1068,2020-10-09T16:26:26Z,-84.281447,30.443809,30.443809 -84.281447,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_280.JPG,liriopogon,uninfected,nolinoideae,asparagales
1069,2020-10-09T16:26:49Z,-84.281497,30.444023,30.444023 -84.281497,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_281.JPG,liriopogon,uninfected,nolinoideae,asparagales
1070,2020-10-09T16:26:50Z,-84.281497,30.444023,30.444023 -84.281497,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_282.JPG,liriopogon,uninfected,nolinoideae,asparagales
1071,2020-10-09T16:26:54Z,-84.281497,30.444023,30.444023 -84.281497,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_283.JPG,liriopogon,uninfected,nolinoideae,asparagales
1072,2020-10-09T16:28:27Z,-84.281536,30.444551,30.444551 -84.281536,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_284.JPG,liriopogon,ofv,nolinoideae,asparagales
1073,2020-10-09T16:28:55Z,-84.281552,30.444554,30.444554 -84.281552,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_285.JPG,liriopogon,uninfected,nolinoideae,asparagales
1074,2020-10-09T16:28:58Z,-84.281552,30.444554,30.444554 -84.281552,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_286.JPG,liriopogon,uninfected,nolinoideae,asparagales
1075,2020-10-09T16:29:01Z,-84.281552,30.444554,30.444554 -84.281552,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_287.JPG,liriopogon,uninfected,nolinoideae,asparagales
1076,2020-10-09T16:29:07Z,-84.281552,30.444554,30.444554 -84.281552,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_288.JPG,liriopogon,uninfected,nolinoideae,asparagales
1077,2020-10-09T16:29:09Z,-84.281552,30.444554,30.444554 -84.281552,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_289.JPG,liriopogon,uninfected,nolinoideae,asparagales
1078,2020-10-09T16:29:16Z,-84.281552,30.444554,30.444554 -84.281552,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_290.JPG,liriopogon,uninfected,nolinoideae,asparagales
1079,2020-10-09T16:29:19Z,-84.281552,30.444554,30.444554 -84.281552,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_291.JPG,liriopogon,uninfected,nolinoideae,asparagales
1080,2020-10-09T16:29:26Z,-84.281552,30.444554,30.444554 -84.281552,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_292.JPG,liriopogon,uninfected,nolinoideae,asparagales
1081,2020-10-09T16:29:58Z,-84.281602,30.444095,30.444095 -84.281602,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_293.JPG,liriopogon,uninfected,nolinoideae,asparagales
1082,2020-10-09T16:30:05Z,-84.281602,30.444095,30.444095 -84.281602,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_294.JPG,liriopogon,uninfected,nolinoideae,asparagales
1083,2020-10-09T16:30:40Z,-84.281677,30.443846,30.443846 -84.281677,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_295.JPG,liriopogon,uninfected,nolinoideae,asparagales
1084,2020-10-09T16:30:45Z,-84.281677,30.443846,30.443846 -84.281677,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_296.JPG,liriopogon,uninfected,nolinoideae,asparagales
1085,2020-10-09T16:30:49Z,-84.281677,30.443846,30.443846 -84.281677,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_297.JPG,liriopogon,uninfected,nolinoideae,asparagales
1086,2020-10-09T16:30:54Z,-84.281547,30.4437859722222,30.4437859722222 -84.281547,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_298.JPG,liriopogon,uninfected,nolinoideae,asparagales
1087,2020-10-09T16:31:07Z,-84.28152,30.4439069722222,30.4439069722222 -84.28152,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_299.JPG,liriopogon,uninfected,nolinoideae,asparagales
1088,2020-10-09T16:31:11Z,-84.28152,30.4439069722222,30.4439069722222 -84.28152,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_300.JPG,liriopogon,uninfected,nolinoideae,asparagales
1089,2020-10-09T16:31:19Z,-84.28152,30.4439069722222,30.4439069722222 -84.28152,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_301.JPG,liriopogon,uninfected,nolinoideae,asparagales
1090,2020-10-09T16:31:33Z,-84.28152,30.4439069722222,30.4439069722222 -84.28152,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_302.JPG,liriopogon,uninfected,nolinoideae,asparagales
1091,2020-10-09T16:31:44Z,-84.281395,30.4437379722222,30.4437379722222 -84.281395,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_303.JPG,liriopogon,uninfected,nolinoideae,asparagales
1092,2020-10-09T16:31:53Z,-84.281395,30.4437379722222,30.4437379722222 -84.281395,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_304.JPG,liriopogon,uninfected,nolinoideae,asparagales
1093,2020-10-09T16:32:00Z,-84.281395,30.4437379722222,30.4437379722222 -84.281395,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_305.JPG,liriopogon,uninfected,nolinoideae,asparagales
1094,2020-10-09T16:32:05Z,-84.281585,30.443825,30.443825 -84.281585,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_306.JPG,liriopogon,uninfected,nolinoideae,asparagales
1095,2020-10-09T16:32:11Z,-84.281585,30.443825,30.443825 -84.281585,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_307.JPG,liriopogon,uninfected,nolinoideae,asparagales
1096,2020-10-09T16:32:21Z,-84.281585,30.443825,30.443825 -84.281585,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_308.JPG,liriopogon,uninfected,nolinoideae,asparagales
1097,2020-10-09T16:32:27Z,-84.281585,30.443825,30.443825 -84.281585,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_309.JPG,liriopogon,uninfected,nolinoideae,asparagales
1098,2020-10-09T16:32:33Z,-84.281585,30.443825,30.443825 -84.281585,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_310.JPG,liriopogon,uninfected,nolinoideae,asparagales
1099,2020-10-09T16:32:38Z,-84.281585,30.443825,30.443825 -84.281585,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_311.JPG,liriopogon,uninfected,nolinoideae,asparagales
1100,2020-10-09T16:32:45Z,-84.281585,30.443825,30.443825 -84.281585,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_312.JPG,liriopogon,uninfected,nolinoideae,asparagales
1101,2020-10-09T16:32:50Z,-84.281585,30.443825,30.443825 -84.281585,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_313.JPG,liriopogon,uninfected,nolinoideae,asparagales
1102,2020-10-09T16:32:57Z,-84.281585,30.443825,30.443825 -84.281585,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_314.JPG,liriopogon,uninfected,nolinoideae,asparagales
1103,2020-10-09T16:33:03Z,-84.2812969722222,30.4437679722222,30.4437679722222 -84.2812969722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_315.JPG,liriopogon,uninfected,nolinoideae,asparagales
1104,2020-10-09T16:33:08Z,-84.2812969722222,30.4437679722222,30.4437679722222 -84.2812969722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_316.JPG,liriopogon,uninfected,nolinoideae,asparagales
1105,2020-10-09T16:33:15Z,-84.2812969722222,30.4437679722222,30.4437679722222 -84.2812969722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_317.JPG,liriopogon,uninfected,nolinoideae,asparagales
1106,2020-10-09T16:33:25Z,-84.2814309722222,30.443715,30.443715 -84.2814309722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_318.JPG,liriopogon,uninfected,nolinoideae,asparagales
1107,2020-10-09T16:33:29Z,-84.2814309722222,30.443715,30.443715 -84.2814309722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_319.JPG,liriopogon,uninfected,nolinoideae,asparagales
1108,2020-10-09T16:34:16Z,-84.2814599722222,30.4436689722222,30.4436689722222 -84.2814599722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_320.JPG,liriopogon,uninfected,nolinoideae,asparagales
1109,2020-10-09T16:34:21Z,-84.2814599722222,30.4436689722222,30.4436689722222 -84.2814599722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_321.JPG,liriopogon,uninfected,nolinoideae,asparagales
1110,2020-10-09T16:34:27Z,-84.2814599722222,30.4436689722222,30.4436689722222 -84.2814599722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_322.JPG,liriopogon,uninfected,nolinoideae,asparagales
1111,2020-10-09T16:34:33Z,-84.281745,30.443657,30.443657 -84.281745,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_323.JPG,liriopogon,uninfected,nolinoideae,asparagales
1112,2020-10-09T16:34:35Z,-84.281745,30.443657,30.443657 -84.281745,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_324.JPG,liriopogon,uninfected,nolinoideae,asparagales
1113,2020-10-09T16:34:43Z,-84.281745,30.443657,30.443657 -84.281745,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_325.JPG,liriopogon,uninfected,nolinoideae,asparagales
1114,2020-10-09T16:34:47Z,-84.281745,30.443657,30.443657 -84.281745,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_326.JPG,liriopogon,uninfected,nolinoideae,asparagales
1115,2020-10-09T16:34:52Z,-84.281745,30.443657,30.443657 -84.281745,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_327.JPG,liriopogon,uninfected,nolinoideae,asparagales
1116,2020-10-09T16:34:56Z,-84.281745,30.443657,30.443657 -84.281745,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_328.JPG,liriopogon,uninfected,nolinoideae,asparagales
1117,2020-10-09T16:34:59Z,-84.281745,30.443657,30.443657 -84.281745,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_329.JPG,liriopogon,uninfected,nolinoideae,asparagales
1118,2020-10-09T16:35:05Z,-84.281745,30.443657,30.443657 -84.281745,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_330.JPG,liriopogon,uninfected,nolinoideae,asparagales
1119,2020-10-09T16:35:10Z,-84.2817509722222,30.4437519722222,30.4437519722222 -84.2817509722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_331.JPG,liriopogon,uninfected,nolinoideae,asparagales
1120,2020-10-09T16:35:22Z,-84.2817509722222,30.4437519722222,30.4437519722222 -84.2817509722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_333.JPG,liriopogon,uninfected,nolinoideae,asparagales
1121,2020-10-09T16:35:26Z,-84.2817509722222,30.4437519722222,30.4437519722222 -84.2817509722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_334.JPG,liriopogon,uninfected,nolinoideae,asparagales
1122,2020-10-09T16:35:32Z,-84.281839,30.443698,30.443698 -84.281839,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_335.JPG,liriopogon,uninfected,nolinoideae,asparagales
1123,2020-10-09T16:35:45Z,-84.281824,30.443653,30.443653 -84.281824,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_336.JPG,liriopogon,uninfected,nolinoideae,asparagales
1124,2020-10-09T16:36:29Z,-84.2820069722222,30.443463,30.443463 -84.2820069722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_337.JPG,liriopogon,uninfected,nolinoideae,asparagales
1125,2020-10-09T16:36:32Z,-84.2820069722222,30.443463,30.443463 -84.2820069722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_338.JPG,liriopogon,uninfected,nolinoideae,asparagales
1126,2020-10-09T16:36:36Z,-84.2820069722222,30.443463,30.443463 -84.2820069722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_339.JPG,liriopogon,uninfected,nolinoideae,asparagales
1127,2020-10-09T16:36:39Z,-84.2820069722222,30.443463,30.443463 -84.2820069722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_340.JPG,liriopogon,ofv,nolinoideae,asparagales
1128,2020-10-09T16:36:44Z,-84.2820069722222,30.443463,30.443463 -84.2820069722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_341.JPG,liriopogon,ofv,nolinoideae,asparagales
1129,2020-10-09T16:36:47Z,-84.2820069722222,30.443463,30.443463 -84.2820069722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_342.JPG,liriopogon,ofv,nolinoideae,asparagales
1130,2020-10-09T16:36:56Z,-84.2820069722222,30.443463,30.443463 -84.2820069722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_343.JPG,liriopogon,ofv,nolinoideae,asparagales
1131,2020-10-09T16:37:06Z,-84.2822029722222,30.4433909722222,30.4433909722222 -84.2822029722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_344.JPG,liriopogon,ofv,nolinoideae,asparagales
1132,2020-10-09T16:37:18Z,-84.2822029722222,30.4433909722222,30.4433909722222 -84.2822029722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_346.JPG,liriopogon,ofv,nolinoideae,asparagales
1133,2020-10-09T16:37:24Z,-84.2822029722222,30.4433909722222,30.4433909722222 -84.2822029722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_347.JPG,liriopogon,uninfected,nolinoideae,asparagales
1134,2020-10-09T16:37:30Z,-84.2822029722222,30.4433909722222,30.4433909722222 -84.2822029722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_348.JPG,liriopogon,uninfected,nolinoideae,asparagales
1135,2020-10-09T16:37:35Z,-84.2822029722222,30.4433909722222,30.4433909722222 -84.2822029722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_349.JPG,liriopogon,uninfected,nolinoideae,asparagales
1136,2020-10-09T16:37:41Z,-84.2822029722222,30.4433909722222,30.4433909722222 -84.2822029722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_350.JPG,liriopogon,uninfected,nolinoideae,asparagales
1137,2020-10-09T16:37:52Z,-84.2822029722222,30.4433909722222,30.4433909722222 -84.2822029722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_351.JPG,liriopogon,uninfected,nolinoideae,asparagales
1138,2020-10-09T16:37:58Z,-84.2822029722222,30.4433909722222,30.4433909722222 -84.2822029722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_352.JPG,liriopogon,uninfected,nolinoideae,asparagales
1139,2020-10-09T16:38:10Z,-84.2822029722222,30.4433909722222,30.4433909722222 -84.2822029722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_353.JPG,liriopogon,ofv,nolinoideae,asparagales
1140,2020-10-09T16:38:15Z,-84.2822029722222,30.4433909722222,30.4433909722222 -84.2822029722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_354.JPG,liriopogon,ofv,nolinoideae,asparagales
1141,2020-10-09T16:38:21Z,-84.2822029722222,30.4433909722222,30.4433909722222 -84.2822029722222,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_355.JPG,liriopogon,ofv,nolinoideae,asparagales
1142,2020-10-09T16:38:31Z,-84.2822029722222,30.4433909722222,30.4433909722222 -84.2822029722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_356.JPG,liriopogon,uninfected,nolinoideae,asparagales
1143,2020-10-09T16:38:37Z,-84.2822029722222,30.4433909722222,30.4433909722222 -84.2822029722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_357.JPG,liriopogon,uninfected,nolinoideae,asparagales
1144,2020-10-09T16:39:14Z,-84.2821349722222,30.4428629722222,30.4428629722222 -84.2821349722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_358.JPG,liriopogon,uninfected,nolinoideae,asparagales
1145,2020-10-09T16:39:18Z,-84.2821349722222,30.4428629722222,30.4428629722222 -84.2821349722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_359.JPG,liriopogon,uninfected,nolinoideae,asparagales
1146,2020-10-09T16:39:36Z,-84.2821349722222,30.4428629722222,30.4428629722222 -84.2821349722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_360.JPG,liriopogon,uninfected,nolinoideae,asparagales
1147,2020-10-09T16:39:43Z,-84.2821349722222,30.4428629722222,30.4428629722222 -84.2821349722222,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_361.JPG,liriopogon,uninfected,nolinoideae,asparagales
1148,2020-10-09T16:40:08Z,-84.281908,30.4430599722222,30.4430599722222 -84.281908,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_362.JPG,liriopogon,uninfected,nolinoideae,asparagales
1149,2020-10-09T16:40:13Z,-84.281908,30.4430599722222,30.4430599722222 -84.281908,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_363.JPG,liriopogon,uninfected,nolinoideae,asparagales
1150,2020-10-09T16:40:15Z,-84.281908,30.4430599722222,30.4430599722222 -84.281908,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_364.JPG,liriopogon,uninfected,nolinoideae,asparagales
1151,2020-10-09T16:40:21Z,-84.281908,30.4430599722222,30.4430599722222 -84.281908,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_365.JPG,liriopogon,uninfected,nolinoideae,asparagales
1152,2020-10-09T16:40:37Z,-84.281908,30.4430599722222,30.4430599722222 -84.281908,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_366.JPG,liriopogon,ofv,nolinoideae,asparagales
1153,2020-10-09T16:40:50Z,-84.281912,30.44281,30.44281 -84.281912,Austin N. Fife,./liriopogon/uninfected/ofv_eleventh_survey_367.JPG,liriopogon,uninfected,nolinoideae,asparagales
1154,2020-10-09T16:41:01Z,-84.281912,30.44281,30.44281 -84.281912,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_368.JPG,liriopogon,ofv,nolinoideae,asparagales
1155,2020-10-09T16:41:03Z,-84.281912,30.44281,30.44281 -84.281912,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_369.JPG,liriopogon,ofv,nolinoideae,asparagales
1156,2020-10-09T16:41:05Z,-84.281912,30.44281,30.44281 -84.281912,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_370.JPG,liriopogon,ofv,nolinoideae,asparagales
1157,2020-10-09T16:41:09Z,-84.281912,30.44281,30.44281 -84.281912,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_371.JPG,liriopogon,ofv,nolinoideae,asparagales
1158,2020-10-09T16:41:13Z,-84.281912,30.44281,30.44281 -84.281912,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_372.JPG,liriopogon,ofv,nolinoideae,asparagales
1159,2020-10-09T16:41:15Z,-84.281912,30.44281,30.44281 -84.281912,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_373.JPG,liriopogon,ofv,nolinoideae,asparagales
1160,2020-10-09T16:41:18Z,-84.281912,30.44281,30.44281 -84.281912,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_374.JPG,liriopogon,ofv,nolinoideae,asparagales
1161,2020-10-09T16:41:21Z,-84.281912,30.44281,30.44281 -84.281912,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_375.JPG,liriopogon,ofv,nolinoideae,asparagales
1162,2020-10-09T16:41:24Z,-84.281912,30.44281,30.44281 -84.281912,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_376.JPG,liriopogon,ofv,nolinoideae,asparagales
1163,2020-10-09T16:41:26Z,-84.281912,30.44281,30.44281 -84.281912,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_377.JPG,liriopogon,ofv,nolinoideae,asparagales
1164,2020-10-09T16:41:26Z,-84.281912,30.44281,30.44281 -84.281912,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_378.JPG,liriopogon,ofv,nolinoideae,asparagales
1165,2020-10-09T16:41:29Z,-84.281912,30.44281,30.44281 -84.281912,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_379.JPG,liriopogon,ofv,nolinoideae,asparagales
1166,2020-10-09T16:41:33Z,-84.281912,30.44281,30.44281 -84.281912,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_380.JPG,liriopogon,ofv,nolinoideae,asparagales
1167,2020-10-09T16:41:38Z,-84.281912,30.44281,30.44281 -84.281912,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_381.JPG,liriopogon,ofv,nolinoideae,asparagales
1168,2020-10-09T16:41:41Z,-84.281912,30.44281,30.44281 -84.281912,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_382.JPG,liriopogon,ofv,nolinoideae,asparagales
1169,2020-10-09T16:41:43Z,-84.281912,30.44281,30.44281 -84.281912,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_383.JPG,liriopogon,ofv,nolinoideae,asparagales
1170,2020-10-09T16:41:48Z,-84.281981,30.44273,30.44273 -84.281981,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_384.JPG,liriopogon,ofv,nolinoideae,asparagales
1171,2020-10-09T16:41:51Z,-84.281981,30.44273,30.44273 -84.281981,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_385.JPG,liriopogon,ofv,nolinoideae,asparagales
1172,2020-10-09T16:42:01Z,-84.281981,30.44273,30.44273 -84.281981,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_386.JPG,liriopogon,ofv,nolinoideae,asparagales
1173,2020-10-09T16:42:04Z,-84.281981,30.44273,30.44273 -84.281981,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_387.JPG,liriopogon,ofv,nolinoideae,asparagales
1174,2020-10-09T16:42:06Z,-84.281981,30.44273,30.44273 -84.281981,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_388.JPG,liriopogon,ofv,nolinoideae,asparagales
1175,2020-10-09T16:42:10Z,-84.281981,30.44273,30.44273 -84.281981,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_389.JPG,liriopogon,ofv,nolinoideae,asparagales
1176,2020-10-09T16:42:15Z,-84.281981,30.44273,30.44273 -84.281981,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_390.JPG,liriopogon,ofv,nolinoideae,asparagales
1177,2020-10-09T16:42:19Z,-84.281981,30.44273,30.44273 -84.281981,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_391.JPG,liriopogon,ofv,nolinoideae,asparagales
1178,2020-10-09T16:42:27Z,-84.281981,30.44273,30.44273 -84.281981,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_392.JPG,liriopogon,ofv,nolinoideae,asparagales
1179,2020-10-09T16:42:32Z,-84.281981,30.44273,30.44273 -84.281981,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_393.JPG,liriopogon,ofv,nolinoideae,asparagales
1180,2020-10-09T16:42:36Z,-84.281981,30.44273,30.44273 -84.281981,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_394.JPG,liriopogon,ofv,nolinoideae,asparagales
1181,2020-10-09T16:42:52Z,-84.281981,30.44273,30.44273 -84.281981,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_395.JPG,liriopogon,ofv,nolinoideae,asparagales
1182,2020-10-09T16:42:58Z,-84.281981,30.44273,30.44273 -84.281981,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_396.JPG,liriopogon,ofv,nolinoideae,asparagales
1183,2020-10-09T16:43:01Z,-84.281981,30.44273,30.44273 -84.281981,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_397.JPG,liriopogon,ofv,nolinoideae,asparagales
1184,2020-10-09T16:43:09Z,-84.281981,30.44273,30.44273 -84.281981,Austin N. Fife,./liriopogon/ofv/ofv_eleventh_survey_398.JPG,liriopogon,ofv,nolinoideae,asparagales
